,shot_id,url
5263,17859,s3://mast/level1/shots/17859.zarr
5264,17860,s3://mast/level1/shots/17860.zarr
5265,17861,s3://mast/level1/shots/17861.zarr
5266,17862,s3://mast/level1/shots/17862.zarr
5267,17863,s3://mast/level1/shots/17863.zarr
5268,18271,s3://mast/level1/shots/18271.zarr
5269,17864,s3://mast/level1/shots/17864.zarr
5270,17865,s3://mast/level1/shots/17865.zarr
5271,17866,s3://mast/level1/shots/17866.zarr
5272,17867,s3://mast/level1/shots/17867.zarr
5273,17868,s3://mast/level1/shots/17868.zarr
5274,17869,s3://mast/level1/shots/17869.zarr
5275,17871,s3://mast/level1/shots/17871.zarr
5276,17872,s3://mast/level1/shots/17872.zarr
5277,17873,s3://mast/level1/shots/17873.zarr
5278,17874,s3://mast/level1/shots/17874.zarr
5279,17875,s3://mast/level1/shots/17875.zarr
5280,17876,s3://mast/level1/shots/17876.zarr
5281,17877,s3://mast/level1/shots/17877.zarr
5282,17878,s3://mast/level1/shots/17878.zarr
5283,17879,s3://mast/level1/shots/17879.zarr
5284,17880,s3://mast/level1/shots/17880.zarr
5285,17881,s3://mast/level1/shots/17881.zarr
5286,17882,s3://mast/level1/shots/17882.zarr
5287,17883,s3://mast/level1/shots/17883.zarr
5288,17884,s3://mast/level1/shots/17884.zarr
5289,17886,s3://mast/level1/shots/17886.zarr
5290,17887,s3://mast/level1/shots/17887.zarr
5291,17888,s3://mast/level1/shots/17888.zarr
5292,17889,s3://mast/level1/shots/17889.zarr
5293,17890,s3://mast/level1/shots/17890.zarr
5294,17891,s3://mast/level1/shots/17891.zarr
5295,17892,s3://mast/level1/shots/17892.zarr
5296,17893,s3://mast/level1/shots/17893.zarr
5297,17894,s3://mast/level1/shots/17894.zarr
5298,17895,s3://mast/level1/shots/17895.zarr
